location,YearMonth,MonthlyCases,MonthlyDeaths,CumulativeCases,CumulativeDeaths,InfectionRate
Guinea-Bissau,2021-02,628,3,3262,48,0.1700
Guinea-Bissau,2021-03,388,15,3650,63,0.1900
Guinea-Bissau,2021-04,84,4,3734,67,0.1900
Guyana,2020-03,12,2,20,2,0.0000
Guyana,2020-04,70,7,82,9,0.0100
Guyana,2020-05,71,3,153,12,0.0200
Guyana,2020-06,92,0,245,12,0.0300
Guyana,2020-07,168,8,413,20,0.0500
Guyana,2020-08,893,19,1306,39,0.1700
Guyana,2020-09,1588,41,2894,80,0.3700
Guyana,2020-10,1268,44,4162,124,0.5300
Guyana,2020-11,1244,27,5406,151,0.6900
Guyana,2020-12,926,13,6332,164,0.8100
Guyana,2021-01,1309,12,7641,176,0.9700
Guyana,2021-02,944,19,8585,195,1.0900
Guyana,2021-03,1664,36,10249,231,1.3000
Guyana,2021-04,3034,65,13283,296,1.6900
Haiti,2020-03,15,NULL,15,NULL,0.0000
Haiti,2020-04,61,6,76,6,0.0000
Haiti,2020-05,1508,29,1584,35,0.0100
Haiti,2020-06,4263,69,5847,104,0.0500
Haiti,2020-07,1531,55,7378,159,0.0600
Haiti,2020-08,831,42,8209,201,0.0700
Haiti,2020-09,531,26,8740,227,0.0800
Haiti,2020-10,314,5,9054,232,0.0800
Haiti,2020-11,218,0,9272,232,0.0800
Haiti,2020-12,727,4,9999,236,0.0900
Haiti,2021-01,1534,9,11533,245,0.1000
Haiti,2021-02,897,5,12430,250,0.1100
Haiti,2021-03,328,2,12758,252,0.1100
Haiti,2021-04,298,2,13056,254,0.1100
Honduras,2020-03,141,7,141,7,0.0000
Honduras,2020-04,630,64,771,71,0.0100
Honduras,2020-05,4431,141,5202,212,0.0500
Honduras,2020-06,14356,285,19558,497,0.2000
Honduras,2020-07,22456,840,42014,1337,0.4200
Honduras,2020-08,19000,536,61014,1873,0.6200
Honduras,2020-09,15886,480,76900,2353,0.7800
Honduras,2020-10,19988,316,96888,2669,0.9800
Honduras,2020-11,11365,249,108253,2918,1.0900
Honduras,2020-12,13574,212,121827,3130,1.2300
Honduras,2021-01,26016,480,147843,3610,1.4900
Honduras,2021-02,22461,541,170304,4151,1.7200
Honduras,2021-03,18739,454,189043,4605,1.9100
Honduras,2021-04,23290,676,212333,5281,2.1400
"Hong Kong",2020-01,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-02,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-03,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-04,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-05,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-06,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-07,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-08,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-09,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-10,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-11,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2020-12,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2021-01,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2021-02,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2021-03,NULL,NULL,NULL,NULL,NULL
"Hong Kong",2021-04,NULL,NULL,NULL,NULL,NULL
Hungary,2020-03,492,16,492,16,0.0100
Hungary,2020-04,2283,296,2775,312,0.0300
Hungary,2020-05,1101,214,3876,526,0.0400
Hungary,2020-06,279,59,4155,585,0.0400
Hungary,2020-07,350,11,4505,596,0.0500
Hungary,2020-08,1634,19,6139,615,0.0600
Hungary,2020-09,20322,150,26461,765,0.2700
Hungary,2020-10,48860,985,75321,1750,0.7800
Hungary,2020-11,141801,3073,217122,4823,2.2500
Hungary,2020-12,105392,4714,322514,9537,3.3400
Hungary,2021-01,45072,2987,367586,12524,3.8100
Hungary,2021-02,61013,2450,428599,14974,4.4400
Hungary,2021-03,223834,5763,652433,20737,6.7500
Hungary,2021-04,126915,6803,779348,27540,8.0700
Iceland,2020-02,1,NULL,1,NULL,0.0000
Iceland,2020-03,1134,2,1135,2,0.3300
Iceland,2020-04,662,8,1797,10,0.5300
Iceland,2020-05,9,0,1806,10,0.5300
Iceland,2020-06,18,0,1824,10,0.5300
Iceland,2020-07,61,0,1885,10,0.5500
Iceland,2020-08,222,0,2107,10,0.6200
Iceland,2020-09,621,0,2728,10,0.8000
Iceland,2020-10,2137,2,4865,12,1.4300
Iceland,2020-11,527,14,5392,26,1.5800
Iceland,2020-12,362,3,5754,29,1.6900
Iceland,2021-01,248,0,6002,29,1.7600
Iceland,2021-02,47,0,6049,29,1.7700
Iceland,2021-03,156,0,6205,29,1.8200
Iceland,2021-04,267,0,6472,29,1.9000
India,2020-01,1,NULL,1,NULL,0.0000
India,2020-02,2,NULL,3,NULL,0.0000
India,2020-03,1394,35,1397,35,0.0000
India,2020-04,33466,1119,34863,1154,0.0000
India,2020-05,155746,4254,190609,5408,0.0100
India,2020-06,394872,11992,585481,17400,0.0400
India,2020-07,1110507,19111,1695988,36511,0.1200
India,2020-08,1995178,28777,3691166,65288,0.2700
India,2020-09,2621418,33390,6312584,98678,0.4600
India,2020-10,1871498,23433,8184082,122111,0.5900
India,2020-11,1278727,15510,9462809,137621,0.6900
India,2020-12,803865,11117,10266674,148738,0.7400
India,2021-01,490936,5654,10757610,154392,0.7800
India,2021-02,354631,2765,11112241,157157,0.8100
India,2021-03,1109424,5770,12221665,162927,0.8900
India,2021-04,6943304,48926,19164969,211853,1.3900
Indonesia,2020-03,1528,136,1528,136,0.0000
Indonesia,2020-04,8590,656,10118,792,0.0000
Indonesia,2020-05,16355,821,26473,1613,0.0100
Indonesia,2020-06,29912,1263,56385,2876,0.0200
Indonesia,2020-07,51991,2255,108376,5131,0.0400
Indonesia,2020-08,66420,2286,174796,7417,0.0600
Indonesia,2020-09,112212,3323,287008,10740,0.1000
Indonesia,2020-10,123080,3129,410088,13869,0.1500
Indonesia,2020-11,128795,3076,538883,16945,0.2000
Indonesia,2020-12,204315,5193,743198,22138,0.2700
Indonesia,2021-01,335116,7860,1078314,29998,0.3900
Indonesia,2021-02,256320,6168,1334634,36166,0.4900
Indonesia,2021-03,177078,4692,1511712,40858,0.5500
Indonesia,2021-04,156656,4663,1668368,45521,0.6100
Iran,2020-02,593,43,593,43,0.0000
Iran,2020-03,44012,2855,44605,2898,0.0500
Iran,2020-04,50035,3130,94640,6028,0.1100
Iran,2020-05,56826,1769,151466,7797,0.1800
Iran,2020-06,76196,3020,227662,10817,0.2700
Iran,2020-07,76542,5949,304204,16766,0.3600
Iran,2020-08,71008,4805,375212,21571,0.4500
Iran,2020-09,82007,4598,457219,26169,0.5400
Iran,2020-10,155553,8695,612772,34864,0.7300
Iran,2020-11,349298,13382,962070,48246,1.1500
Iran,2020-12,263072,6977,1225142,55223,1.4600
Iran,2021-01,192857,2736,1417999,57959,1.6900
Iran,2021-02,213170,2114,1631169,60073,1.9400
Iran,2021-03,254395,2592,1885564,62665,2.2400
Iran,2021-04,613513,9093,2499077,71758,2.9800
Iraq,2020-02,13,NULL,13,NULL,0.0000
Iraq,2020-03,681,50,694,50,0.0000
Iraq,2020-04,1391,43,2085,93,0.0100
Iraq,2020-05,4354,112,6439,205,0.0200
Iraq,2020-06,42670,1738,49109,1943,0.1200
Iraq,2020-07,75500,2798,124609,4741,0.3100
Iraq,2020-08,110325,2301,234934,7042,0.5800
Iraq,2020-09,128047,2139,362981,9181,0.9000
Iraq,2020-10,109649,1729,472630,10910,1.1800
Iraq,2020-11,79919,1348,552549,12258,1.3700
Iraq,2020-12,42742,555,595291,12813,1.4800
Iraq,2021-01,24345,234,619636,13047,1.5400
Iraq,2021-02,75853,359,695489,13406,1.7300
Iraq,2021-03,155435,917,850924,14323,2.1200
Iraq,2021-04,214275,1142,1065199,15465,2.6500
Ireland,2020-02,1,NULL,1,NULL,0.0000
Ireland,2020-03,3234,71,3235,71,0.0700
Ireland,2020-04,17377,1161,20612,1232,0.4200
Ireland,2020-05,4378,420,24990,1652,0.5100
Ireland,2020-06,483,84,25473,1736,0.5200
Ireland,2020-07,592,27,26065,1764,0.5300
Ireland,2020-08,2746,14,28811,1777,0.5800
Ireland,2020-09,7344,27,36155,1804,0.7300
Ireland,2020-10,25301,109,61456,1913,1.2400
Ireland,2020-11,11088,140,72544,2053,1.4700
Ireland,2020-12,19235,184,91779,2237,1.8600
Ireland,2021-01,104768,1070,196547,3307,3.9800
Ireland,2021-02,23045,1012,219592,4319,4.4500
Ireland,2021-03,16262,368,235854,4687,4.7800
Ireland,2021-04,13016,216,248870,4903,5.0400
"Isle of Man",2021-01,NULL,NULL,NULL,NULL,NULL
"Isle of Man",2021-02,NULL,NULL,NULL,NULL,NULL
"Isle of Man",2021-03,NULL,NULL,NULL,NULL,NULL
"Isle of Man",2021-04,NULL,NULL,NULL,NULL,NULL
Israel,2020-02,6,NULL,6,NULL,0.0000
Israel,2020-03,5711,21,5717,21,0.0700
Israel,2020-04,10179,204,15896,225,0.1800
Israel,2020-05,1183,62,17079,287,0.2000
Israel,2020-06,8359,40,25438,327,0.2900
Israel,2020-07,46296,237,71734,564,0.8300
Israel,2020-08,45172,389,116906,953,1.3500
Israel,2020-09,130505,651,247411,1604,2.8600
Israel,2020-10,66938,957,314349,2561,3.6300
Israel,2020-11,22842,311,337191,2872,3.9000
Israel,2020-12,86071,453,423262,3325,4.8900
Israel,2021-01,220173,1471,643435,4796,7.4300
Israel,2021-02,132372,956,775807,5752,8.9600
Israel,2021-03,57298,457,833105,6209,9.6300
Israel,2021-04,5376,154,838481,6363,9.6900
Italy,2020-01,2,NULL,2,NULL,0.0000
Italy,2020-02,1126,29,1128,29,0.0000
Italy,2020-03,104664,12399,105792,12428,0.1700
Italy,2020-04,99671,15539,205463,27967,0.3400
Italy,2020-05,27534,5448,232997,33415,0.3900
Italy,2020-06,7581,1352,240578,34767,0.4000
Italy,2020-07,6959,374,247537,35141,0.4100
Italy,2020-08,21677,342,269214,35483,0.4500
Italy,2020-09,45647,411,314861,35894,0.5200
Italy,2020-10,364569,2724,679430,38618,1.1200
Italy,2020-11,922124,16958,1601554,55576,2.6500
Italy,2020-12,505612,18583,2107166,74159,3.4900
Italy,2021-01,445866,14357,2553032,88516,4.2200
Italy,2021-02,372233,9183,2925265,97699,4.8400
Italy,2021-03,659634,11647,3584899,109346,5.9300
Italy,2021-04,437754,11461,4022653,120807,6.6500
Jamaica,2020-03,36,1,36,1,0.0000
Jamaica,2020-04,386,7,422,8,0.0100
Jamaica,2020-05,164,1,586,9,0.0200
Jamaica,2020-06,116,1,702,10,0.0200
Jamaica,2020-07,176,0,878,10,0.0300
Jamaica,2020-08,1581,11,2459,21,0.0800
Jamaica,2020-09,4023,86,6482,107,0.2200
Jamaica,2020-10,2612,99,9094,206,0.3100
Jamaica,2020-11,1669,51,10763,257,0.3600
Jamaica,2020-12,2064,45,12827,302,0.4300
Jamaica,2021-01,2826,48,15653,350,0.5300
Jamaica,2021-02,7610,72,23263,422,0.7900
Jamaica,2021-03,15974,174,39237,596,1.3300
Jamaica,2021-04,6341,182,45578,778,1.5400
Japan,2020-01,13,NULL,15,NULL,0.0000
Japan,2020-02,230,6,245,6,0.0000
Japan,2020-03,2010,61,2255,67,0.0000
Japan,2020-04,12029,414,14284,481,0.0100
Japan,2020-05,2467,417,16751,898,0.0100
Japan,2020-06,1864,74,18615,972,0.0100
Japan,2020-07,17619,36,36234,1008,0.0300
Japan,2020-08,32162,290,68396,1298,0.0500
Japan,2020-09,15195,277,83591,1575,0.0700
Japan,2020-10,17736,194,101327,1769,0.0800
Japan,2020-11,47635,307,148962,2076,0.1200
Japan,2020-12,86849,1216,235811,3292,0.1900
Japan,2021-01,154355,2461,390166,5753,0.3100
Japan,2021-02,41924,2136,432090,7889,0.3400
Japan,2021-03,42551,1266,474641,9155,0.3800
Japan,2021-04,118623,1044,593264,10199,0.4700
Jersey,2021-01,NULL,NULL,NULL,NULL,NULL
Jersey,2021-02,NULL,NULL,NULL,NULL,NULL
Jersey,2021-03,NULL,NULL,NULL,NULL,NULL
Jersey,2021-04,NULL,NULL,NULL,NULL,NULL
Jordan,2020-03,274,5,274,5,0.0000
Jordan,2020-04,179,3,453,8,0.0000
Jordan,2020-05,286,1,739,9,0.0100
Jordan,2020-06,393,0,1132,9,0.0100
Jordan,2020-07,61,2,1223,11,0.0100
Jordan,2020-08,841,4,2034,15,0.0200
Jordan,2020-09,9791,46,11825,61,0.1200
Jordan,2020-10,60782,768,72607,829,0.7100
Jordan,2020-11,146823,1922,219430,2751,2.1500
Jordan,2020-12,75064,1083,294494,3834,2.8900
Jordan,2021-01,32361,482,326855,4316,3.2000
Jordan,2021-02,64235,385,391090,4701,3.8300
Jordan,2021-03,220487,2157,611577,6858,5.9900
Jordan,2021-04,99796,1978,711373,8836,6.9700
Kazakhstan,2020-03,343,2,343,2,0.0000
Kazakhstan,2020-04,3059,23,3402,25,0.0200
Kazakhstan,2020-05,7456,15,10858,40,0.0600
Kazakhstan,2020-06,11450,148,22308,188,0.1200
Kazakhstan,2020-07,68059,605,90367,793,0.4800
Kazakhstan,2020-08,40306,988,130673,1781,0.7000
Kazakhstan,2020-09,10034,297,140707,2078,0.7500
Kazakhstan,2020-10,8992,148,149699,2226,0.8000
Kazakhstan,2020-11,24864,207,174563,2433,0.9300
Kazakhstan,2020-12,26633,328,201196,2761,1.0700
Kazakhstan,2021-01,34648,285,235844,3046,1.2600
Kazakhstan,2021-02,26871,116,262715,3162,1.4000
Kazakhstan,2021-03,34757,70,297472,3232,1.5800
Kazakhstan,2021-04,78067,102,375539,3334,2.0000
Kenya,2020-03,59,1,59,1,0.0000
Kenya,2020-04,337,16,396,17,0.0000
Kenya,2020-05,1566,47,1962,64,0.0000
Kenya,2020-06,4404,84,6366,148,0.0100
Kenya,2020-07,14270,193,20636,341,0.0400
Kenya,2020-08,13565,236,34201,577,0.0600
Kenya,2020-09,4328,134,38529,711,0.0700
Kenya,2020-10,16663,270,55192,981,0.1000
Kenya,2020-11,28426,488,83618,1469,0.1600
Kenya,2020-12,12840,201,96458,1670,0.1800
Kenya,2021-01,4315,93,100773,1763,0.1900
Kenya,2021-02,5200,93,105973,1856,0.2000
Kenya,2021-03,28085,297,134058,2153,0.2500
Kenya,2021-04,25260,571,159318,2724,0.3000
Kosovo,2020-03,106,1,106,1,0.0100
Kosovo,2020-04,693,21,799,22,0.0400
Kosovo,2020-05,271,8,1070,30,0.0600
Kosovo,2020-06,1729,19,2799,49,0.1400
Kosovo,2020-07,5531,178,8330,227,0.4300
Kosovo,2020-08,5124,298,13454,525,0.7000
Kosovo,2020-09,2166,100,15620,625,0.8100
Kosovo,2020-10,3708,53,19328,678,1.0000
Kosovo,2020-11,20268,338,39596,1016,2.0500
Kosovo,2020-12,11548,316,51144,1332,2.6500
Kosovo,2021-01,9074,166,60218,1498,3.1200
Kosovo,2021-02,8233,94,68451,1592,3.5400
Kosovo,2021-03,20730,274,89181,1866,4.6100
Kosovo,2021-04,14457,268,103638,2134,5.3600
Kuwait,2020-02,45,NULL,45,NULL,0.0000
Kuwait,2020-03,244,NULL,289,NULL,0.0100
Kuwait,2020-04,3735,26,4024,26,0.0900
Kuwait,2020-05,23019,186,27043,212,0.6300
Kuwait,2020-06,19152,142,46195,354,1.0800
Kuwait,2020-07,20762,93,66957,447,1.5700
Kuwait,2020-08,18152,84,85109,531,1.9900
Kuwait,2020-09,20073,79,105182,610,2.4600
Kuwait,2020-10,20744,169,125926,779,2.9500
Kuwait,2020-11,16709,101,142635,880,3.3400
Kuwait,2020-12,7949,54,150584,934,3.5300
Kuwait,2021-01,14673,25,165257,959,3.8700
Kuwait,2021-02,25595,124,190852,1083,4.4700
Kuwait,2021-03,41251,230,232103,1313,5.4300
Kuwait,2021-04,41888,250,273991,1563,6.4200
Kyrgyzstan,2020-03,107,NULL,107,NULL,0.0000
Kyrgyzstan,2020-04,639,8,746,8,0.0100
Kyrgyzstan,2020-05,1002,8,1748,16,0.0300
Kyrgyzstan,2020-06,3758,45,5506,61,0.0800
Kyrgyzstan,2020-07,30299,1317,35805,1378,0.5500
Kyrgyzstan,2020-08,8093,-320,43898,1498,0.6700
Kyrgyzstan,2020-09,2771,6,46669,1064,0.7200
Kyrgyzstan,2020-10,12209,80,58878,1144,0.9000
Kyrgyzstan,2020-11,14300,131,73178,1275,1.1200
Kyrgyzstan,2020-12,7856,80,81034,1355,1.2400
Kyrgyzstan,2021-01,3554,57,84588,1412,1.3000
Kyrgyzstan,2021-02,1663,54,86251,1466,1.3200
Kyrgyzstan,2021-03,2287,34,88538,1500,1.3600
Kyrgyzstan,2021-04,6737,104,95275,1604,1.4600
Laos,2020-03,9,NULL,9,NULL,0.0000
Laos,2020-04,10,NULL,19,NULL,0.0000
Laos,2020-05,0,NULL,19,NULL,0.0000
Laos,2020-06,0,NULL,19,NULL,0.0000
Laos,2020-07,1,NULL,20,NULL,0.0000
Laos,2020-08,2,NULL,22,NULL,0.0000
Laos,2020-09,1,NULL,23,NULL,0.0000
Laos,2020-10,1,NULL,24,NULL,0.0000
Laos,2020-11,15,NULL,39,NULL,0.0000
Laos,2020-12,2,NULL,41,NULL,0.0000
Laos,2021-01,3,NULL,44,NULL,0.0000
Laos,2021-02,1,NULL,45,NULL,0.0000
Laos,2021-03,4,NULL,49,NULL,0.0000
Laos,2021-04,708,NULL,757,NULL,0.0100
Latvia,2020-02,NULL,NULL,NULL,NULL,NULL
Latvia,2020-03,398,NULL,398,NULL,0.0200
Latvia,2020-04,460,15,858,15,0.0500
Latvia,2020-05,208,9,1066,24,0.0600
Latvia,2020-06,52,6,1118,30,0.0600
Latvia,2020-07,113,2,1231,32,0.0700
Latvia,2020-08,165,2,1396,34,0.0700
Latvia,2020-09,428,3,1824,37,0.1000
Latvia,2020-10,4070,34,5894,71,0.3100
Latvia,2020-11,11181,135,17075,206,0.9100
Latvia,2020-12,23829,429,40904,635,2.1700
Latvia,2021-01,25337,560,66241,1195,3.5100
Latvia,2021-02,19945,423,86186,1618,4.5700
Latvia,2021-03,16177,281,102363,1899,5.4300
Latvia,2021-04,16195,232,118558,2131,6.2900
Lebanon,2020-02,4,NULL,4,NULL,0.0000
Lebanon,2020-03,466,12,470,12,0.0100
Lebanon,2020-04,255,12,725,24,0.0100
Lebanon,2020-05,495,3,1220,27,0.0200
Lebanon,2020-06,558,7,1778,34,0.0300
Lebanon,2020-07,2777,27,4555,61,0.0700
Lebanon,2020-08,12753,106,17308,167,0.2500
Lebanon,2020-09,22326,200,39634,367,0.5800
Lebanon,2020-10,41594,270,81228,637,1.1900
Lebanon,2020-11,46716,381,127944,1018,1.8700
Lebanon,2020-12,53559,450,181503,1468,2.6600
Lebanon,2021-01,119549,1614,301052,3082,4.4100
Lebanon,2021-02,73998,1610,375050,4692,5.4900
Lebanon,2021-03,93350,1542,468400,6234,6.8600
Lebanon,2021-04,58178,1044,526578,7278,7.7100
Lesotho,2020-05,2,NULL,2,NULL,0.0000
Lesotho,2020-06,25,NULL,27,NULL,0.0000
Lesotho,2020-07,577,13,604,13,0.0300
Lesotho,2020-08,481,18,1085,31,0.0500
Lesotho,2020-09,510,5,1595,36,0.0700
Lesotho,2020-10,358,8,1953,44,0.0900
Lesotho,2020-11,156,0,2109,44,0.1000
Lesotho,2020-12,985,7,3094,51,0.1400
Lesotho,2021-01,5570,121,8664,172,0.4000
Lesotho,2021-02,1827,120,10491,292,0.4900
Lesotho,2021-03,215,23,10706,315,0.5000
Lesotho,2021-04,25,1,10731,316,0.5000
Liberia,2020-03,3,NULL,3,NULL,0.0000
Liberia,2020-04,138,16,141,16,0.0000
Liberia,2020-05,147,11,288,27,0.0100
Liberia,2020-06,492,9,780,36,0.0200
Liberia,2020-07,406,39,1186,75,0.0200
Liberia,2020-08,118,7,1304,82,0.0300
Liberia,2020-09,39,0,1343,82,0.0300
Liberia,2020-10,83,0,1426,82,0.0300
Liberia,2020-11,169,1,1595,83,0.0300
Liberia,2020-12,184,0,1779,83,0.0400
Liberia,2021-01,160,1,1939,84,0.0400
Liberia,2021-02,75,1,2014,85,0.0400
Liberia,2021-03,28,0,2042,85,0.0400
Liberia,2021-04,57,0,2099,85,0.0400
Libya,2020-03,10,NULL,10,NULL,0.0000
Libya,2020-04,51,3,61,3,0.0000
Libya,2020-05,95,2,156,5,0.0000
Libya,2020-06,668,19,824,24,0.0100
Libya,2020-07,2797,50,3621,76,0.0500
Libya,2020-08,10345,163,13966,237,0.2000
Libya,2020-09,20559,314,34525,551,0.5000
Libya,2020-10,26570,306,61095,857,0.8900
Libya,2020-11,21714,326,82809,1183,1.2100
Libya,2020-12,17468,295,100277,1478,1.4600
Libya,2021-01,18354,399,118631,1877,1.7300
Libya,2021-02,14707,302,133338,2179,1.9400
Libya,2021-03,25619,488,158957,2667,2.3100
Libya,2021-04,18551,362,177508,3029,2.5800
Liechtenstein,2020-03,68,NULL,68,NULL,0.1800
Liechtenstein,2020-04,14,1,82,1,0.2200
Liechtenstein,2020-05,0,0,82,1,0.2200
Liechtenstein,2020-06,0,0,82,1,0.2200
Liechtenstein,2020-07,6,0,88,1,0.2300
Liechtenstein,2020-08,19,0,107,1,0.2800
Liechtenstein,2020-09,11,0,118,1,0.3100
Liechtenstein,2020-10,415,2,533,3,1.4000
Liechtenstein,2020-11,737,13,1270,16,3.3300
Liechtenstein,2020-12,866,23,2136,39,5.6000
Liechtenstein,2021-01,357,13,2493,52,6.5400
Liechtenstein,2021-02,74,2,2567,54,6.7300
Liechtenstein,2021-03,103,2,2670,56,7.0000
Liechtenstein,2021-04,256,1,2926,57,7.6700
Lithuania,2020-02,1,NULL,1,NULL,0.0000
Lithuania,2020-03,467,4,468,4,0.0200
Lithuania,2020-04,907,28,1375,32,0.0500
Lithuania,2020-05,292,22,1667,54,0.0600
Lithuania,2020-06,145,7,1812,61,0.0700
Lithuania,2020-07,257,2,2069,63,0.0800
Lithuania,2020-08,831,6,2900,69,0.1100
Lithuania,2020-09,1788,8,4688,77,0.1700
Lithuania,2020-10,10127,75,14815,152,0.5400
Lithuania,2020-11,46496,468,61311,620,2.2500
Lithuania,2020-12,80644,1176,141955,1796,5.2100
Lithuania,2021-01,40588,1012,182543,2808,6.7100
Lithuania,2021-02,16602,436,199145,3244,7.3200
Lithuania,2021-03,16974,330,216119,3574,7.9400
Lithuania,2021-04,31150,349,247269,3923,9.0800
Luxembourg,2020-02,1,NULL,1,NULL,0.0000
Luxembourg,2020-03,2177,23,2178,23,0.3500
Luxembourg,2020-04,1606,67,3784,90,0.6000
Luxembourg,2020-05,234,20,4018,110,0.6400
Luxembourg,2020-06,281,0,4299,110,0.6900
Luxembourg,2020-07,2396,4,6695,114,1.0700
Luxembourg,2020-08,-70,10,7928,124,1.2700
Luxembourg,2020-09,1884,0,8509,124,1.3600
Luxembourg,2020-10,8625,28,17134,152,2.7400
Luxembourg,2020-11,17544,169,34678,321,5.5400
Luxembourg,2020-12,11737,174,46415,495,7.4100
Luxembourg,2021-01,3973,82,50388,577,8.0500
Luxembourg,2021-02,4722,60,55110,637,8.8000
Luxembourg,2021-03,6532,109,61642,746,9.8500
Luxembourg,2021-04,5563,50,67205,796,10.7400
Macao,2021-02,NULL,NULL,NULL,NULL,NULL
Macao,2021-03,NULL,NULL,NULL,NULL,NULL
Macao,2021-04,NULL,NULL,NULL,NULL,NULL
Madagascar,2020-03,57,NULL,57,NULL,0.0000
Madagascar,2020-04,71,NULL,128,NULL,0.0000
Madagascar,2020-05,643,6,771,6,0.0000
Madagascar,2020-06,1443,14,2214,20,0.0100
Madagascar,2020-07,8654,86,10868,106,0.0400
Madagascar,2020-08,3995,86,14863,192,0.0500
Madagascar,2020-09,1545,38,16408,230,0.0600
Madagascar,2020-10,703,14,17111,244,0.0600
Madagascar,2020-11,230,7,17341,251,0.0600
Madagascar,2020-12,373,10,17714,261,0.0600
Madagascar,2021-01,1351,20,19065,281,0.0700
Madagascar,2021-02,766,16,19831,297,0.0700
Madagascar,2021-03,4595,121,24426,418,0.0900
Madagascar,2021-04,12588,225,37014,643,0.1300
Malawi,2020-03,NULL,NULL,NULL,NULL,NULL
Malawi,2020-04,37,3,37,3,0.0000
Malawi,2020-05,247,1,284,4,0.0000
Malawi,2020-06,940,10,1224,14,0.0100
Malawi,2020-07,2854,100,4078,114,0.0200
Malawi,2020-08,1488,61,5566,175,0.0300
Malawi,2020-09,207,4,5773,179,0.0300
Malawi,2020-10,157,5,5930,184,0.0300
Malawi,2020-11,98,1,6028,185,0.0300
Malawi,2020-12,555,4,6583,189,0.0300
Malawi,2021-01,17380,513,23963,702,0.1300
Malawi,2021-02,7982,342,31945,1044,0.1700
Malawi,2021-03,1606,73,33551,1117,0.1800
Malawi,2021-04,527,31,34078,1148,0.1800
Malaysia,2020-01,8,NULL,8,NULL,0.0000
Malaysia,2020-02,17,NULL,25,NULL,0.0000
Malaysia,2020-03,2741,43,2766,43,0.0100
Malaysia,2020-04,3236,59,6002,102,0.0200
Malaysia,2020-05,1817,13,7819,115,0.0200
Malaysia,2020-06,820,6,8639,121,0.0300
Malaysia,2020-07,337,4,8976,125,0.0300
Malaysia,2020-08,364,2,9340,127,0.0300
Malaysia,2020-09,1884,9,11224,136,0.0300
Malaysia,2020-10,20324,113,31548,249,0.1000
Malaysia,2020-11,34149,111,65697,360,0.2000
Malaysia,2020-12,47313,111,113010,471,0.3500
Malaysia,2021-01,101949,289,214959,760,0.6600
Malaysia,2021-02,85793,370,300752,1130,0.9300
Malaysia,2021-03,44748,142,345500,1272,1.0700
Malaysia,2021-04,63213,234,408713,1506,1.2600
Maldives,2020-03,18,NULL,18,NULL,0.0000
Maldives,2020-04,450,1,468,1,0.0900
Maldives,2020-05,1305,4,1773,5,0.3300
Maldives,2020-06,588,4,2361,9,0.4400
Maldives,2020-07,1432,7,3793,16,0.7000
Maldives,2020-08,4011,12,7804,28,1.4400
Maldives,2020-09,2487,6,10291,34,1.9000
Maldives,2020-10,1368,4,11659,38,2.1600
Maldives,2020-11,1352,8,13011,46,2.4100
Maldives,2020-12,746,2,13757,48,2.5500
Maldives,2021-01,2084,4,15841,52,2.9300
Maldives,2021-02,3952,10,19793,62,3.6600
Maldives,2021-03,4286,5,24079,67,4.4500
Maldives,2021-04,5756,6,29835,73,5.5200
Mali,2020-03,28,2,28,2,0.0000
Mali,2020-04,462,24,490,26,0.0000
Mali,2020-05,775,51,1265,77,0.0100
Mali,2020-06,916,39,2181,116,0.0100
Mali,2020-07,354,8,2535,124,0.0100
Mali,2020-08,241,2,2776,126,0.0100
Mali,2020-09,342,5,3118,131,0.0200
Mali,2020-10,436,5,3554,136,0.0200
Mali,2020-11,1156,20,4710,156,0.0200
Mali,2020-12,2380,113,7090,269,0.0400
Mali,2021-01,1001,61,8091,330,0.0400
Mali,2021-02,285,23,8376,353,0.0400
Mali,2021-03,1666,32,10042,385,0.0500
Mali,2021-04,3816,99,13858,484,0.0700
Malta,2020-02,NULL,NULL,NULL,NULL,NULL
Malta,2020-03,169,NULL,169,NULL,0.0400
Malta,2020-04,296,4,465,4,0.1100
Malta,2020-05,153,5,618,9,0.1400
Malta,2020-06,52,0,670,9,0.1500
Malta,2020-07,154,0,824,9,0.1900
Malta,2020-08,1059,3,1883,12,0.4300
Malta,2020-09,1175,23,3058,35,0.6900
Malta,2020-10,2984,27,6042,62,1.3700
Malta,2020-11,3831,75,9873,137,2.2400
Malta,2020-12,2901,82,12774,219,2.8900
Malta,2021-01,5129,48,17903,267,4.0500
Malta,2021-02,4579,48,22482,315,5.0900
Malta,2021-03,6551,77,29033,392,6.5800
